CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
34.197.776/0001-65;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;772554.75;772554.75;0;0;0;0;0;0;0;0;0;0;772554.75;772554.75;2041357.79;1720295.65;-1278863.27;0;0;0;0;0;762494.52;1720295.65;1535049.27;2492850.4;115732.43;115732.43;0;0;0;0;-15285.34;-15285.34;100447.09;100447.09;0;0;-367868.37;-367868.37;0;0;-23750;-23750;0;0;0;0;0;0;-13749.99;0;0;0;-7059.54;0.12;0;0;-6000;-6000;0;0;-13749.99;0;0;0;0;0;-11520.41;-11520.41;-443698.3;-409138.66;1191798.06;2184158.83;2184158.83;2074950.8885;;0;2184158.83;-732441.47;1451717.36;1
34.197.776/0001-65;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;842787;491625.75;0;0;0;0;0;0;-15802000;0;0;0;-14959213;491625.75;1951649.12;879391.1;-31229885.29;0;0;0;0;0;-29278236.17;879391.1;-44237449.17;1371016.85;127365.05;127365.05;0;0;0;0;-35092.33;-35092.33;92272.72;92272.72;0;0;-366780.78;-366780.78;0;0;0;0;0;0;0;0;0;0;-16250.03;-17250;0;0;-6393;-13452.66;0;0;-4500;-4500;0;0;14574.97;0;0;0;0;0;-11624.12;-11624.12;-390972.96;-413607.56;-44536149.41;1049682.01;3233840.84;3072148.798;;0;3233840.84;-2427222.83;806618.01;1
34.197.811/0001-46;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17924635.33;34805701.13;2280858.11;0;-561217.56;-561217.56;-1929457.74;-1929457.74;17714818.14;32315025.83;17714818.14;32315025.83;314183.85;314183.85;0;0;0;0;-57770.42;-57770.42;256413.43;256413.43;0;0;-2829918.45;-2829918.45;-16727.56;0;0;0;0;0;0;0;-171.18;-171.18;-10749.99;0;0;0;-12649.17;0;0;0;0;0;0;0;0;0;0;0;0;0;-69219.86;-69219.86;-2939436.21;-2899309.49;15031795.36;29672129.77;29672129.77;28188523.2815;;0;29672129.77;-19164571.33;10507558.44;1
34.197.811/0001-46;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38012284.84;36382084.41;-30233619.64;-0.2;54751.28;54751.28;-1165738.39;-1165738.39;6667678.09;35271097.1;6667678.09;35271097.1;380371.27;380371.27;0;0;0;0;-98294.47;-98294.47;282076.8;282076.8;0;0;-2804546.6;-2804546.6;-232866.74;-249594.3;0;0;0;0;0;0;-28.81;-28.81;-12750.03;-13500;0;0;-12649.14;-25298.31;0;0;0;0;0;0;0;0;0;0;0;0;-68132.87;-68132.87;-3130974.19;-3161100.89;3818780.7;32392073.01;62064202.78;58960992.641;;0;62064202.78;-50754393.29;11309809.49;1
34.471.719/0001-22;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;170274.52;170274.52;0;0;0;;-265891.48;-311299.52;-38566297.81;0;-23375.63;0;-38685290.4;-141025;1683241.63;0;-24147.93;0;139838.13;8577821.03;0;0;1798931.83;8577821.03;-36886358.57;8436796.03;1939.1;2526.73;0;0;128199.26;95585.19;0;0;130138.36;98111.92;;;-93168.27;-106620.63;0;0;0;0;;0;0;0;0;0;-10869.32;-45100;0;0;-2022259.8;-593828.99;0;0;-256183.58;-256891.48;0;0;0;0;0;0;0;0;1475204.77;-574.7;-907276.2;-1003015.8;-37663496.41;7531892.15;-1069894.5;0;;0;0;0;0;0
34.471.719/0001-22;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;116886.18;116886.18;0;0;0;;0;0;0;0;0;0;116886.18;116886.18;0;0;-8.67;0;20733.11;22321.24;-5585.11;0;15139.33;22321.24;132025.51;139207.42;437.76;0;0;0;1588.14;891.44;0;0;2025.9;891.44;;;-74565.48;-74565.48;0;0;0;0;;0;0;0;0;0;-11231.91;0;0;0;-5668.08;-4808.42;0;0;0;0;0;0;0;0;0;0;0;0;-344982.8;-344982.8;-436448.27;-424356.7;-302396.86;-284257.84;7293040.82;6928388.779;;0;6928388.779;0;6928388.779;0.95
34.508.872/0001-87;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-11333.34;0;-11333.34;19744129;25666253.86;0;0;0;0;225500;9758932.4;19969629;35425186.26;19969629;35413852.92;0;0;0;0;7552470.71;533796.52;0;0;7552470.71;533796.52;;;-3038095.39;-2976231.98;-4225469.4;-4225469.4;0;0;0;0;0;0;0;0;0;0;0;0;-75204.55;-80233.21;0;0;-105300.09;-105300.09;0;0;-17000;-5666.66;0;0;0;0;-28035.86;-11007.8;-7489105.29;-7403909.14;20032994.42;28543740.3;28543740.3;27116553.285;;9943435.3;38487175.595;-26166585.85;12320589.745;1.348358
34.508.872/0001-87;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;16953135.49;16953135.49;-3155794.94;;;;-1287313.3;9538810.4;12510027.25;26491945.89;12510027.25;26491945.89;;;7347911.6;;319152.6;319152.6;;;7667064.2;319152.6;;;-3009269.13;-3078698.09;;;;;;;;;;;;;;;-64416.85;-102405.14;;;-198900.18;-198900.18;;;;;;;;;6029.96;-10998.1;-3266556.2;-3391001.51;16910535.25;23420096.98;43472115.24;41298509.478;;31976829.61;75448944.848;-63363033;12085911.848;1.735571
34.508.923/0001-70;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;-304555.69;-304644.68;-304555.69;-304644.68;;;;;;;17268862.21;17268862.21;17268862.21;17268862.21;16964306.52;16964217.53;114838.06;140314.9;-42730.71;;;;;;72107.35;140314.9;;;-284628.39;-282599.32;-174899.46;;;;;;;;;;;;;;-80637.89;-77637.89;;;-112.88;-112.88;;;;;;;-929.19;-929.19;-10849.87;-10761;-552057.68;-372040.28;16484356.19;16732492.15;16732492.15;15895867.5425;;;15895867.5425;-15419800;476067.5425;0.95
34.508.923/0001-70;2024-06-30;1;;;;;;;-390891.77;-390891.77;-390891.77;-390891.77;;;;;;;;;;;;;0;0;;;-56224.25;;;;15011.48;15011.48;-41212.77;15011.48;-432104.54;-375880.29;;;5717.12;;17332.58;17332.58;;;23049.7;17332.58;;;-295456.32;-295478.44;;;;;;;;;;;-6690;-56830;;;-3986.56;-13485.14;;;;;;;-5500;-5500;;;;;-24342.59;-108938.41;-335975.47;-480231.99;-745030.31;-838779.7;15894384.41;15099665.1895;;;15419799.9995;-15419800;-0.0005;0.970141
34.508.959/0001-54;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;1792043;1932783.35;0;0;0;0;0;1279228.82;1792043;3212012.17;1792043;3212012.17;170664.14;0;0;0;0;12421.58;0;0;170664.14;12421.58;;;-261475.89;-261076.54;0;0;0;0;0;0;0;0;0;0;0;-15840;0;0;-26856.25;-22056.63;0;0;0;0;0;0;0;0;0;0;0;0;-7464.84;-7464.82;-295796.98;-306437.99;1666910.16;2917995.76;2917995.76;2772095.972;;;2784000.002;-1848000;936000.002;0.95408
34.508.959/0001-54;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;7080.12;1789035.88;0;0;0;0;0;1168809.65;7080.12;2957845.53;7080.12;2957845.53;233289.38;0;0;0;0;26875.02;0.06;0;233289.44;26875.02;;;-264780.86;-266537.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14880.76;-30078.49;0;0;0;0;0;0;0;0;0;0;0;0;-7299.44;-7300.52;-286961.06;-303916.05;-46591.5;2680804.5;5598800.26;5318860.247;;;5327999.997;-4464000;863999.997;0.951632
34.509.007/0001-55;2024-03-28;1;;;;;;;;;0;0;1987860.78;1987861;;-1005679;;1860629;;;;;;;1987860.78;2842811;;;;;;;84018.62;;84018.62;0;2071879.4;2842811;;;;;;;;;0;0;;;-60948;-60948;;;-3333.33;-6667;;;;;;;-10500;-5250;;;-119655.77;-97981;;;-3333.33;;;;;;;;;;-1111272.42;-128907;-1309042.85;-299753;762836.55;2543058;2543058;2415905.1;;;2415905.1;0;2415905.1;0.95
34.509.007/0001-55;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0
34.547.078/0001-42;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;-41441.85;0;-41441.85;;;;;;;4391.78;;4391.78;0;4391.78;-41441.85;;;;;;;;;0;0;;;-80555.19;-231443.62;;;-35681.16;;;;;;-587.18;;;;;;-616.22;-55115.47;;;;-2950;;;;;;;-488249.27;-65601.63;;;-605689.02;-355110.72;-601297.24;-396552.57;-396552.57;0;;;-35630341.13;0;-35630341.13;0
34.547.078/0001-42;2024-06-28;2;;;;;;;;;0;0;;33347.24;-88288.83;-159422.1;;;;;-264151.47;;;-170331;-352440.3;-296405.86;;;;;;;-4869.82;;-4869.82;0;-357310.12;-296405.86;;;;;;;;;0;0;;;-293699.77;-253885.33;;;-17525;-5000;;;;;;;-7000;-7000;;;-34580.26;-82685.69;;;;-17525;;;;;;;;;-22192.64;-22192.65;-374997.67;-388288.67;-732307.79;-684694.53;-684694.53;0;;;0;0;0;0
34.598.181/0001-11;2024-03-28;1;0;0;0;0;0;0;0;0;0;0;8202578.51;8483411.96;0;0;0;0;0;0;0;0;-35594.51;-16288.82;8166984;8467123.14;0;98364.27;7607.25;0;63825.98;0;0;0;71433.23;98364.27;8238417.23;8565487.41;0;0;0;0;0;0;0;0;0;0;;0;-375923.25;-404800;0;0;-2927.58;0;-33573.11;0;-49500;0;0;0;-15250;-39000;0;0;558.13;-9637.38;0;0;0;0;0;0;0;0;0;0;0;0;0;-57511.61;-476615.81;-510948.99;7761801.42;8054538.42;8054538.42;7651811.499;;391033.53;8445571.949;-8445571.95;-0.001;1.048548
34.598.181/0001-11;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;16583667.73;16316745.51;0;0;0;0;0;0;0;0;-120049.37;-120049.37;16463618.36;16196696.14;0;0;7659.7;0;133069.6;0;0;0;140729.3;0;16604347.66;16196696.14;0;183055.84;0;0;0;0;0;0;0;183055.84;;0;-707116.53;-830164.27;0;0;-6053.64;0;-125575.94;0;-102505.54;-101660.16;0;0;-31000;-52000;0;0;4990.44;-29383.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-967261.21;-1013208.03;15637086.45;15366543.95;15366543.95;14598216.7525;;0;15248455.2025;-12707046;2541409.2025;0.992315
34.691.520/0001-00;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;5929233.61;5929233.61;0;0;40500000;40500000;-37966787.94;-37966787.94;0;0;-1246544.58;-809469.96;7215901.09;7652975.71;0;0;0;0;0;0;0;0;0;0;7215901.09;7652975.71;694629.82;694629.82;0;0;0;0;-25684;-25684;668945.82;668945.82;0;0;-713622.23;-713622.23;0;0;0;0;0;0;0;0;0;0;-13749.99;0;0;0;-18158.77;-10569.28;-888000;-888000;-56950.58;-31950.58;-4924.41;-4924.41;-6000;0;0;0;-28586.03;-28586.03;-59294.16;-59294.16;-1789286.17;-1736946.69;6095560.74;6584974.84;6584974.84;6255726.098;;0;6584974.84;0;6584974.84;1
34.691.520/0001-00;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;5824956.5;5826572.6;0;0;0;0;0;0;7136448.18;0;-1741585.19;-872241.25;11219819.49;4954331.35;459817.31;459817.31;235634.72;0;-156261.07;-156261.07;-36.55;-36.55;539154.41;303519.69;11758973.9;5257851.04;565349.78;565349.78;0;0;0;0;-258706.5;-258706.5;306643.28;306643.28;0;0;-293584.04;-293584.04;0;0;-349650.47;-349650.47;0;0;0;0;-313.83;-313.83;-28750.03;-21000;0;0;-12372.63;-19962.12;0;0;-304450.25;-304450.25;-3282.95;-3282.95;-16500;-17250;0;0;0;0;-59874.77;-59874.77;-1068778.97;-1069368.43;10996838.21;4495125.89;11080100.73;10526095.6935;;0;11080100.73;-6496401.65;4583699.08;1
34.691.925/0001-48;2024-03-28;1;;6776204.98;;-6506910.56;;;0;;0;269294.42;1622239.27;1860233.14;-1008275.5;-1235223.2;0;0;0;0;2433284.49;0;0;0;3047248.26;625009.94;0;;0;0;0;0;0;0;0;0;3047248.26;894304.36;263553.41;333369.89;0;0;0;0;0;;263553.41;333369.89;;;-732900.52;-738060.26;-350755.33;-350755.33;-3315036.9;-1678818.45;0;0;0;0;0;0;-39782.61;-165000;0;0;-265131.67;-299570.76;0;0;-3261.99;-3261.99;0;0;0;0;0;0;-7647.01;-65724.38;548892.2;76073.8;-4165623.83;-3225117.37;-854822.16;-1997443.12;-1997443.12;0;;0;0;0;0;0
34.691.925/0001-48;2024-06-28;1;;6988620;;-6801182.61;;;-816610.25;;-816610.25;187437.39;1345899.22;1284226.55;-1300426.12;-1073478.42;0;0;0;0;-2433284.49;0;0;0;-2387811.39;210748.13;0;;0;0;0;0;1998.87;0;1998.87;0;-3202422.77;398185.52;242242.67;258430.33;0;0;0;0;0;;242242.67;258430.33;;;-732008.47;-735894.96;-159090.15;-159090.15;928605.05;-707613.4;0;0;0;0;0;0;-41086.96;0;0;0;-450264.07;-432782.28;0;0;-2383.33;-2383.33;0;0;0;0;0;0;-43026.26;-513.89;430477.53;-14851.25;-68776.66;-2053129.26;-3028956.76;-1396513.41;-3393956.53;0;;0;0;0;0;0
34.693.040/0001-88;2024-03-28;1;0;18413415.27;0;-9515034.75;0;0;0;0;0;8898380.52;0;0;0;0;0;0;0;0;1644263.7;0;0;0;1644263.7;0;0;0;0;0;0;0;0;0;0;0;1644263.7;8898380.52;317818.17;306557.92;0;0;0;0;0;0;317818.17;306557.92;0;0;-413742.05;-406299.77;0;-2500000;0;0;0;0;0;0;0;0;-41059.28;-78000;0;0;-1743.07;-89729.58;0;0;0;0;0;0;0;0;0;0;0;0;-10128.51;-11128.9;-466672.91;-3085158.25;1495408.96;6119780.19;6119780.19;5813791.1805;;0;5813791.1805;0;5813791.1805;0.95
34.693.040/0001-88;2024-06-28;1;0;9848006.35;0;-3640242.33;0;0;0;0;0;6207764.02;0;0;0;0;0;0;0;0;7861880.83;0;0;0;7861880.83;0;0;0;0;0;0;0;0;0;0;0;7861880.83;6207764.02;141480.32;145533.01;0;0;0;0;0;0;141480.32;145533.01;0;0;-343124.27;-364440.93;-4700000;-800000;0;0;0;0;0;0;0;0;24059.28;0;0;0;-121198.99;-36811.91;0;0;0;0;0;0;0;0;0;0;-1013.93;-103.93;5700.19;-11349.5;-5135577.72;-1212706.27;2867783.43;5140590.76;11260370.95;10697352.4025;;0;10697352.4025;-8800000;1897352.4025;0.95
34.736.474/0001-18;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;262308.26;262308.26;;;;;;;262308.26;262308.26;;;-1104629.47;-489585.89;;;-29398.47;-29151.98;;;;;;;-11023.92;0;;;-66440.25;-59150.14;;;;;;;;;;;;;-1913.64;-2498.68;-1213405.75;-580386.69;-951097.49;-318078.43;-318078.43;0;;;0;0;0;0
34.736.474/0001-18;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;100.54;;363675.03;3664767.73;;;363775.57;3664767.73;363775.57;3664767.73;690620.67;690620.67;;;;;;;690620.67;690620.67;;;-904588.42;-540238.27;;;-67158.74;-68620.63;;;;;;;;;;;;;-170632.65;-177922.76;;;;;;;;;;;61767.32;-5477.92;-1080612.49;-792259.58;-26216.25;3563128.82;6768074.56;6429670.832;;0;6429670.832;-954298.43;5475372.402;0.95
34.736.510/0001-43;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;-1166728.62;0;;;-1166728.62;0;1472642.41;1472642.41;;;;;;;1472642.41;1472642.41;305913.79;1472642.41;10012.93;10012.93;;;;;;;10012.93;10012.93;;;-18641.43;-18641.43;;0;0;0;0;0;0;0;-2502.29;-2464.57;-3534.44;-10290;;;-7811.84;-5534.1;;0;;;;;;;;;;;-13196.2;-13196.2;-45686.2;-50126.3;270240.52;1432529.04;1432529.04;1360902.588;;;765951.808;-599965.41;165986.398;0.534685
34.736.510/0001-43;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;89538.61;89538.61;23426.45;;;;;;112965.06;89538.61;112965.06;89538.61;8758.74;8758.74;;;;;;;8758.74;8758.74;;;-18641.43;-18641.43;;;-12800;-12800;;;;;-2500.46;-2500.98;-3660.3;;;;-4366.42;-6644.16;;;;;;;;;;;;;-324.39;1037316.55;-42293;996729.98;79430.8;1095027.33;1860278.88;1767264.936;;;1432599.806;-962461.41;470138.396;0.770099
34.835.191/0001-23;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;1922351.46;2641769.52;-168442.6;-126762.6;0;0;0;0;0;0;0;-386811.59;1753908.86;2128195.33;0;0;0;0;0;0;0;0;0;0;1753908.86;2128195.33;39972.59;40705.92;0;0;0;0;0;0;39972.59;40705.92;;;-338039.43;-252776.63;0;0;0;0;0;0;-30000;-30000;0;0;-14765.66;0;0;0;-10430.01;-9263.28;0;0;0;0;0;0;-7745.78;0;0;0;-2846.96;-2846.96;0;-1680;-403827.84;-296566.87;1390053.61;1872334.38;1872334.38;1778717.661;;;1786515.481;-1786515.48;0.001;0.954165
34.835.191/0001-23;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;5392717.18;-183978.33;-142298.33;0;0;0;0;0;0;2490204.45;-841782.33;2306226.12;4408636.52;0;0;0;0;0;0;0;0;0;0;2306226.12;4408636.52;70280.92;71014.25;0;0;0;0;0;0;70280.92;71014.25;;;-262588.84;-544112.1;0;0;-311429.45;0;0;0;-65000;-60000;0;0;-37742.5;-34000;0;0;-58883.94;-36017.04;0;0;0;0;0;0;-15027.5;-15450;0;0;-2846.96;-2846.96;0;-1680;-753519.19;-694106.1;1622987.85;3785544.67;3785544.67;3596267.4365;;0;3720022.7365;-3052906.2;667116.5365;0.982692
34.847.042/0001-84;2024-03-31;1;;;;;;;;;0;0;5741812.68;5658720.54;-15302.84;-60998.48;;;;;;;;;5726509.84;5597722.06;;;;;;;;;0;0;5726509.84;5597722.06;122543.17;122543.17;;;;;;;122543.17;122543.17;;;-182790.08;-196995.68;;;;;;;;;-7107.03;-7001.11;-21184.25;-64256.56;;;-29193.09;-24333.22;;;;;;;;;;;;;-3747148.31;-1713556.59;-3987422.76;-2006143.16;1861630.25;3714122.07;3714122.07;3528415.9665;;;3710932.0165;-2429594.18;1281337.8365;0.999141
34.847.042/0001-84;2024-06-30;1;;;;;;;;;0;0;5658720.54;5658720.54;-17144.63;-14603.7;;;;;;;;;5641575.91;5644116.84;;;;;;;;;0;0;5641575.91;5644116.84;64542.32;64542.32;;;;;;;64542.32;64542.32;;;-162000;-162000;;;;;;;;;-4738.02;-7107.03;-14631.75;;;;-19707.07;-24566.94;;;;;;;;;;;;;-3199631.35;-1710915.18;-3400708.19;-1904589.15;2305410.04;3804070.01;7518192.08;7142282.476;;;7411409.806;-6177921.17;1233488.636;0.985797
34.847.042/0001-84;2024-09-30;1;;;;;;;;;0;0;5389257.46;5658720.54;-98111.13;-104482.34;;;;;;;;;5291146.33;5554238.2;;;;;;;;;0;0;5291146.33;5554238.2;150321.76;150321.76;;;;;;;150321.76;150321.76;;;-154285.56;-162000;;;-85751.74;-85751.74;;;;;-6768.57;-7107;-14631.75;;;;-41610.18;-41610.18;;;;;;;;;;;;;-2729579.02;-1623901.31;-3032626.82;-1920370.23;2408841.27;3784189.73;3784189.73;3594980.2435;;;3730051.6835;-2428377.28;1301674.4035;0.985694
34.847.063/0001-08;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652955.5;3164796.58;-765937.93;0;2352918.63;2352918.63;-206.34;-206.34;2239729.86;5517508.87;2239729.86;5517508.87;35245.99;95759.56;0;0;0;0;-25023.38;-25023.38;10222.61;70736.18;0;0;-258626.43;-258626.43;0;0;0;0;0;0;0;0;-447.74;-447.74;-8000.01;-14000;0;0;-5059.68;0;0;0;0;0;0;0;0;0;0;0;0;0;-14473.4;-7782.79;-286607.26;-280856.96;1963345.21;5307388.09;5307388.09;5042018.6855;;0;5307388.09;-2340360.4;2967027.69;1
34.847.063/0001-08;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1760335.01;3244017.5;1161334.03;-2726143.83;-439670.16;-439670.16;206.34;206.34;2482205.22;78409.85;2482205.22;78409.85;-189992.75;95976.9;0;0;0;0;-21045.42;-21045.42;-211038.17;74931.48;0;0;-255722.36;-255722.36;0;0;-27919;-27919;0;0;0;0;-447.68;-447.68;-76000.01;-68000;0;0;-5059.65;-10119.33;0;0;0;0;0;0;0;0;0;0;0;0;-20569.27;324757.05;-385717.97;-37451.32;1885449.08;115890.01;5423278.1;5152114.195;;0;5160061.77;-3869715.87;1290345.9;0.951465
34.867.728/0001-37;2024-03-31;1;;;;;;;;;0;0;2118821.77;2100097.27;-15956.57;-15956.57;;;;;;;;;2102865.2;2084140.7;;;;;;;;;0;0;2102865.2;2084140.7;20767.72;20767.72;;;;;;;20767.72;20767.72;;;-52392.66;-52392.66;;;-337581.56;-337581.56;;;;;-549.75;-549.75;;;;;;;;;;;;;;;;;;;-6339.57;-16992.84;-396863.54;-407516.81;1726769.38;1697391.61;1697391.61;1612522.0295;;;2314778.4795;-2314778.48;-0.0005;1.363727
34.867.728/0001-37;2024-06-30;1;;;;;;;;;0;0;2692515.32;2656032.19;-250804.6;-250804.6;;;;;;;-12687.48;-12687.48;2429023.24;2392540.11;;;;;;;;;0;0;2429023.24;2392540.11;18944.91;18944.91;;;;;;;18944.91;18944.91;;;-52392.66;-52392.66;;;-379053.56;-379053.56;;;;;;;-1181.82;-52000;;;-8045.2;-25439.06;;;;;;;;;;;;;-37514.72;-33875.21;-478187.96;-542760.49;1969780.19;1868724.53;3566116.14;3387810.333;;;5009932.993;-5009932.99;0.003;1.404871
34.895.711/0001-93;2024-03-31;1;;;;;;;;;0;0;;;-54798.19;-54798.19;;;;;;;;;-54798.19;-54798.19;37179.85;37179.85;;;;;;;37179.85;37179.85;-17618.34;-17618.34;;;;;;;;;0;0;;;-151108.54;-151378.01;;;-9500;-9500;;;;;;;-22956.55;-18500;;;-10189.69;-8481.08;;;;;;;;;;;-897.09;-897.09;-887.31;-1135.03;-195539.18;-189891.21;-213157.52;-207509.55;-207509.55;0;;;0;0;0;0
34.895.711/0001-93;2024-06-28;1;;;;;;;;;0;0;;;-62998.32;-62998.32;;;;;;;;;-62998.32;-62998.32;;;;;;;;;0;0;-62998.32;-62998.32;106223.4;106223.4;;;;;;;106223.4;106223.4;;;-153669.75;-153669.75;;;-12000;-12000;;;;;;;30393.44;;;;-87314.97;-89023.58;;;;;;;;;;;-12.6;-12.6;-815.86;-815.86;-223419.74;-255521.79;-180194.66;-212296.71;-346677.07;0;;;0;0;0;0
34.895.752/0001-80;2024-03-31;1;;;;;;;;;0;0;;;;;12845538.44;12845538.44;;;-12845538.44;;;;0;12845538.44;;;;;;;;;0;0;0;12845538.44;82902.94;82902.94;;;;;;;82902.94;82902.94;;;-1140729.31;-1156427.28;;;-323007.87;-323007.87;;;;;;;-7349.28;;;;-26004.46;-18714.35;-24002.04;-24002.04;;;;;;;;;;;-116262.33;-116262.33;-1637355.29;-1638413.87;-1554452.35;11290027.51;11290027.51;10725526.1345;;;10041135.0045;-4007835;6033300.0045;0.889381
34.895.752/0001-80;2024-06-30;1;;;;;;;;;0;0;;;;;21021479.93;21021479.93;;;17013448.03;;;;38034927.96;21021479.93;;;;;;;;;0;0;38034927.96;21021479.93;287441.03;287441.03;;;;;;;287441.03;287441.03;;;-1069133.64;-1121197.74;;;-1012894.58;-1012894.58;;;;;;;-38940.72;-6270;;;-72471.74;-79761.85;169748.01;169748.01;;;;;;;;;-1163.63;-1163.63;-319968.29;-322676.41;-2344824.59;-2374216.2;35977544.4;18934704.76;31389045.8;29819593.51;;2511635.95;33900681.75;-28505187.75;5395494;1.080016
